number,name,status
The “bytes” Object,358,
Required Superclass for Exceptions,352,
Allowing Any Object to be Used for Slicing,357,
Using ssize_t as the index type,353,
Coroutines via Enhanced Generators,342,
The “with” Statement,343,
Unifying try-except and try-finally,341,
Executing modules as scripts,338,
Locale-Independent Float/String Conversions,331,
Imports: Multi-Line and Absolute/Relative,328,
Decimal Data Type,327,
subprocess - New process module,324,
Reverse Iteration,322,
Decorators for Functions and Methods,318,
Simplified Global Interpreter Lock Acquisition for Extensions,311,
Partial Function Application,309,
Conditional Expressions,308,
CSV File API,305,
Extensions to the pickle protocol,307,
Codec Error Handling Callbacks,293,
Package Index and Metadata for Distutils,301,Either “success” or “fail”.
New Import Hooks,302,
Simpler String Substitutions,292,
Adding a bool type,285,
Generator Expressions,289,
A Logging System,282,
The enumerate() built-in function,279,
Unicode file name support for Windows NT,277,
Universal Newline Support,278,
Dict Comprehensions,274,
Import Modules from Zip Archives,273,
Future statements in simulated shells,264,
Defining Python Source Code Encodings,263,
Support for “wide” Unicode characters,261,
Simplify xrange(),260,
Simple Generators,255,
Subtyping Built-in Types,253,
Using site-packages on Windows,250,
Making Types Look More Like Classes,252,
Unifying Long Integers and Integers,237,
Changing the Division Operator,238,
Back to the __future__,236,
Import on Case-Insensitive Platforms,235,
Function Attributes,232,
Using Distutils to Build Python,229,
Statically Nested Scopes,227,
Iterators,234,
Warning Framework,230,
Change the Meaning of ,223,
Import As,221,
Display Hook for Interactive Use,217,
Adding a Built-In Set Object Type,218,
Extended Print Statement,214,
Rich Comparisons,207,
Reworking the Coercion Model,208,
Weak References,205,
List Comprehensions,202,
Augmented Assignments,203,
Lockstep Iteration,201,
Python Unicode Integration,100,
Callable Modules,713,
Adding a “converter” parameter to dataclasses.field,712,
Recording the provenance of installed packages,710,
PyBI: a standard format for distributing Python Binaries,711,
TypedMapping: Type Hints for Mappings with a Fixed Set of Keys,705,
Extending the Repository API to Mitigate Dependency Confusion Attacks,708,
Type defaults for TypeVarLikes,696,
Making the Global Interpreter Lock Optional in CPython,703,
Marking deprecations using the type system,702,
Allow parentheses in assert statements,679,
Upload 2.0 API for Python Package Repositories,694,
Syntax for late-bound function argument defaults,671,
Consistent views of namespaces,667,
Sentinel Values,661,
Specializing Adaptive Interpreter,659,
Precise Semantics for Pattern Matching,653,
Improving License Clarity with Better Package Metadata,639,
Adding a frozenmap type to collections,603,
GitHub Issues Migration Plan,588,
Syntactic Macros,638,
Minor API improvements for binary sequences,467,
Multiple Interpreters in the Stdlib,554,
Surviving a Compromise of PyPI: End-to-end signing of packages,480,
Extension Module Initialization and Finalization,3121,
Additional Fields for the Simple API for Package Indexes,700,
Inlined comprehensions,709,
Syntactic formalization of f-strings,701,
Remove private dict version field added in PEP 509,699,
Type Parameter Syntax,695,
Using TypedDict for more precise **kwargs typing,692,
Making the buffer protocol accessible in Python,688,
Override Decorator for Static Typing,698,
Make UTF-8 mode default,686,
Comparison of extra names for optional distribution dependencies,685,
JSON-based Simple API for Python Package Indexes,691,
Isolating modules in the standard library,687,
"Immortal Objects, Using a Fixed Refcount",683,
A Per-Interpreter GIL,684,
Data Class Transforms,681,
tomllib: Support for Parsing TOML in the Standard Library,680,
Enriching Exceptions with Notes,678,
Arbitrary Literal String Type,675,
Self Type,673,
Low Impact Monitoring for CPython,669,
Marking Python base environments as “externally managed”,668,
Serve Distribution Metadata in the Simple Repository API,658,
Marking individual TypedDict items as required or potentially-missing,655,
Exception Groups and except*,654,
Deprecate distutils module,632,
Deferred Evaluation Of Annotations Using Descriptors,649,
User-Defined Type Guards,647,
Structural Pattern Matching: Specification,634,
Variadic Generics,646,
Filename of a Source Distribution,625,
New PEG parser for CPython,617,
Parameter Specification Variables,612,
Explicit Type Aliases,613,
Allow writing union types as ,604,
Support for the IANA Time Zone Database in the Standard Library,615,
Flexible function and variable annotations,593,
Adding a final qualifier to typing,591,
Vectorcall: a fast calling protocol for CPython,590,
TypedDict: Type Hints for Dictionaries with a Fixed Set of Keys,589,
Literal Types,586,
Postponed Evaluation of Annotations,563,
Core support for typing module and generic types,560,
Structural Pattern Matching: Tutorial,636,
Python Runtime Audit Hooks,578,
Structural Pattern Matching: Motivation and Rationale,635,
Isolating Extension Modules,630,
Annual Release Cycle for Python,602,
Reducing CPython’s Feature Delivery Latency,607,
Refactoring C functions and methods,579,
Python 3.8 Release Schedule,569,
Python 3.10 Release Schedule,619,
Python 3.7 Release Schedule,537,
Python registration in the Windows registry,514,
The Theory of Type Hints,483,
Literature Overview for Type Hints,482,
Notation For Positional-Only Parameters,457,
Python 3.9 Release Schedule,596,
API for Cryptographic Hash Functions v2.0,452,
IDLE Enhancement Exception for All Branches,434,
The “python” Command on Unix-Like Systems,394,
Migrating to Python 3 as the default online documentation,430,
Pure Python/C Accelerator Module Compatibility Requirements,399,
Backward Compatibility for the Python 2 Standard Library,291,
Python Web Server Gateway Interface v1.0,333,
Code Migration and Modernization,290,
reStructuredText Docstring Format,287,
API for Block Encryption Algorithms v1.0,272,
Python Database API Specification v2.0,249,
Docstring Conventions,257,
API for Cryptographic Hash Functions,247,
Python Database API Specification v1.0,248,
The Zen of Python,20,
PEP Infrastructure Process,676,
Doing Python Releases 101,101,
Python Packaging Authority (PyPA) Governance,609,
Using GitHub Issues for CPython,581,
Python Language Governance,13,
CPython platform support,11,
Backwards Compatibility Policy,387,
Sample reStructuredText PEP Template,12,
Voting Guidelines,10,
Style Guide for C Code,7,
Style Guide for Python Code,8,
Bug Fix Releases,6,
Guidelines for Language Evolution,5,
Procedure for Adding New Modules,2,
Deprecation of Standard Modules,4,
